data,ano,mes,dia,produto,unidade,categoria,preco_medio,preco_minimo,preco_maximo,num_cotacoes,arquivo
2001-08-01,2001,8,1,Algodão em caroço,arroba,Grãos,8.21,8.2,8.3,8,
2001-08-01,2001,8,1,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.08,13.0,18.0,9,
2001-08-01,2001,8,1,Boi em pé,arroba,Pecuária,40.58,38.0,43.0,18,
2001-08-01,2001,8,1,Café em coco,kg renda,Café,1.47,1.4,1.54,10,
2001-08-01,2001,8,1,Erva-mate folha em barranco,arroba,Florestal,3.31,2.4,3.8,8,
2001-08-01,2001,8,1,Feijão carioca tipo 1,sc 60 Kg,Grãos,51.82,41.0,60.0,11,
2001-08-01,2001,8,1,Feijão preto tipo 1,sc 60 Kg,Grãos,66.0,60.0,75.0,9,
2001-08-01,2001,8,1,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-01,2001,8,1,Milho amarelo tipo 1,sc 60 Kg,Grãos,8.91,7.5,10.0,18,
2001-08-01,2001,8,1,Soja industrial tipo 1,sc 60 Kg,Grãos,23.22,22.0,26.0,18,
2001-08-01,2001,8,1,Suíno vivo,kg,Pecuária,1.33,1.18,1.42,17,
2001-08-01,2001,8,1,Trigo pão,sc 60 Kg,Grãos,16.53,16.0,17.4,13,
2001-08-01,2001,8,1,Vaca em pé,arroba,Pecuária,36.53,34.0,39.0,18,
2001-08-02,2001,8,2,Algodão em caroço,arroba,Grãos,8.21,8.2,8.3,8,
2001-08-02,2001,8,2,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.08,13.0,18.0,9,
2001-08-02,2001,8,2,Boi em pé,arroba,Pecuária,40.72,38.0,43.0,18,
2001-08-02,2001,8,2,Café em coco,kg renda,Café,1.47,1.4,1.54,10,
2001-08-02,2001,8,2,Erva-mate folha em barranco,arroba,Florestal,3.31,2.4,3.8,8,
2001-08-02,2001,8,2,Feijão carioca tipo 1,sc 60 Kg,Grãos,52.45,41.0,60.0,11,
2001-08-02,2001,8,2,Feijão preto tipo 1,sc 60 Kg,Grãos,67.67,60.0,75.0,9,
2001-08-02,2001,8,2,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-02,2001,8,2,Milho amarelo tipo 1,sc 60 Kg,Grãos,8.92,7.5,10.0,18,
2001-08-02,2001,8,2,Soja industrial tipo 1,sc 60 Kg,Grãos,23.4,22.0,25.0,18,
2001-08-02,2001,8,2,Suíno vivo,kg,Pecuária,1.32,1.18,1.4,17,
2001-08-02,2001,8,2,Trigo pão,sc 60 Kg,Grãos,16.53,16.0,17.4,13,
2001-08-02,2001,8,2,Vaca em pé,arroba,Pecuária,36.61,34.0,39.0,18,
2001-08-03,2001,8,3,Algodão em caroço,arroba,Grãos,8.21,8.2,8.3,8,
2001-08-03,2001,8,3,Arroz em casca tipo 1,sc 60 Kg,Grãos,14.97,13.0,18.0,9,
2001-08-03,2001,8,3,Boi em pé,arroba,Pecuária,40.86,38.0,43.0,18,
2001-08-03,2001,8,3,Café em coco,kg renda,Café,1.47,1.4,1.54,10,
2001-08-03,2001,8,3,Erva-mate folha em barranco,arroba,Florestal,3.33,2.4,3.8,8,
2001-08-03,2001,8,3,Feijão carioca tipo 1,sc 60 Kg,Grãos,53.91,41.0,65.0,11,
2001-08-03,2001,8,3,Feijão preto tipo 1,sc 60 Kg,Grãos,69.67,60.0,80.0,9,
2001-08-03,2001,8,3,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-03,2001,8,3,Milho amarelo tipo 1,sc 60 Kg,Grãos,8.94,7.5,10.0,18,
2001-08-03,2001,8,3,Soja industrial tipo 1,sc 60 Kg,Grãos,23.27,22.5,24.5,18,
2001-08-03,2001,8,3,Suíno vivo,kg,Pecuária,1.32,1.18,1.4,17,
2001-08-03,2001,8,3,Trigo pão,sc 60 Kg,Grãos,16.53,16.0,17.4,13,
2001-08-03,2001,8,3,Vaca em pé,arroba,Pecuária,36.67,34.0,39.0,18,
2001-08-06,2001,8,6,Algodão em caroço,arroba,Grãos,8.21,8.2,8.3,8,
2001-08-06,2001,8,6,Arroz em casca tipo 1,sc 60 Kg,Grãos,14.97,13.0,18.0,9,
2001-08-06,2001,8,6,Boi em pé,arroba,Pecuária,40.97,38.0,43.0,18,
2001-08-06,2001,8,6,Café em coco,kg renda,Café,1.47,1.4,1.54,10,
2001-08-06,2001,8,6,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.8,8,
2001-08-06,2001,8,6,Feijão carioca tipo 1,sc 60 Kg,Grãos,53.82,41.0,65.0,11,
2001-08-06,2001,8,6,Feijão preto tipo 1,sc 60 Kg,Grãos,69.78,60.0,80.0,9,
2001-08-06,2001,8,6,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-06,2001,8,6,Milho amarelo tipo 1,sc 60 Kg,Grãos,8.98,8.0,10.0,18,
2001-08-06,2001,8,6,Soja industrial tipo 1,sc 60 Kg,Grãos,23.23,22.0,24.5,18,
2001-08-06,2001,8,6,Suíno vivo,kg,Pecuária,1.31,1.18,1.4,17,
2001-08-06,2001,8,6,Trigo pão,sc 60 Kg,Grãos,16.53,16.0,17.4,13,
2001-08-06,2001,8,6,Vaca em pé,arroba,Pecuária,36.61,34.0,39.0,18,
2001-08-07,2001,8,7,Algodão em caroço,arroba,Grãos,8.25,8.2,8.5,8,
2001-08-07,2001,8,7,Arroz em casca tipo 1,sc 60 Kg,Grãos,14.97,13.0,18.0,9,
2001-08-07,2001,8,7,Boi em pé,arroba,Pecuária,40.94,38.0,43.0,18,
2001-08-07,2001,8,7,Café em coco,kg renda,Café,1.46,1.4,1.54,10,
2001-08-07,2001,8,7,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.8,8,
2001-08-07,2001,8,7,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.91,41.0,65.0,11,
2001-08-07,2001,8,7,Feijão preto tipo 1,sc 60 Kg,Grãos,70.0,60.0,82.0,9,
2001-08-07,2001,8,7,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-07,2001,8,7,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.08,8.0,10.0,18,
2001-08-07,2001,8,7,Soja industrial tipo 1,sc 60 Kg,Grãos,23.08,22.0,24.5,18,
2001-08-07,2001,8,7,Suíno vivo,kg,Pecuária,1.31,1.18,1.4,17,
2001-08-07,2001,8,7,Trigo pão,sc 60 Kg,Grãos,16.62,16.0,17.4,13,
2001-08-07,2001,8,7,Vaca em pé,arroba,Pecuária,36.72,34.0,39.0,18,
2001-08-08,2001,8,8,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-08,2001,8,8,Arroz em casca tipo 1,sc 60 Kg,Grãos,14.97,13.0,18.0,9,
2001-08-08,2001,8,8,Boi em pé,arroba,Pecuária,41.0,38.0,43.0,18,
2001-08-08,2001,8,8,Café em coco,kg renda,Café,1.46,1.4,1.54,10,
2001-08-08,2001,8,8,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.8,8,
2001-08-08,2001,8,8,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.73,41.0,65.0,11,
2001-08-08,2001,8,8,Feijão preto tipo 1,sc 60 Kg,Grãos,69.89,60.0,82.0,9,
2001-08-08,2001,8,8,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-08,2001,8,8,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.1,8.0,10.0,18,
2001-08-08,2001,8,8,Soja industrial tipo 1,sc 60 Kg,Grãos,23.18,22.5,25.0,18,
2001-08-08,2001,8,8,Suíno vivo,kg,Pecuária,1.3,1.18,1.4,17,
2001-08-08,2001,8,8,Trigo pão,sc 60 Kg,Grãos,16.62,16.0,17.4,13,
2001-08-08,2001,8,8,Vaca em pé,arroba,Pecuária,36.83,34.0,39.0,18,
2001-08-09,2001,8,9,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-09,2001,8,9,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.08,13.0,18.0,9,
2001-08-09,2001,8,9,Boi em pé,arroba,Pecuária,41.0,38.0,43.0,18,
2001-08-09,2001,8,9,Café em coco,kg renda,Café,1.46,1.4,1.54,10,
2001-08-09,2001,8,9,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.8,8,
2001-08-09,2001,8,9,Feijão carioca tipo 1,sc 60 Kg,Grãos,55.0,45.0,65.0,11,
2001-08-09,2001,8,9,Feijão preto tipo 1,sc 60 Kg,Grãos,70.33,60.0,82.0,9,
2001-08-09,2001,8,9,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-09,2001,8,9,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.12,8.0,10.0,18,
2001-08-09,2001,8,9,Soja industrial tipo 1,sc 60 Kg,Grãos,23.43,22.8,26.0,18,
2001-08-09,2001,8,9,Suíno vivo,kg,Pecuária,1.3,1.18,1.4,17,
2001-08-09,2001,8,9,Trigo pão,sc 60 Kg,Grãos,16.61,16.0,17.4,13,
2001-08-09,2001,8,9,Vaca em pé,arroba,Pecuária,36.89,34.0,39.0,18,
2001-08-10,2001,8,10,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-10,2001,8,10,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.08,13.0,18.0,9,
2001-08-10,2001,8,10,Boi em pé,arroba,Pecuária,41.11,38.0,43.0,18,
2001-08-10,2001,8,10,Café em coco,kg renda,Café,1.46,1.4,1.54,10,
2001-08-10,2001,8,10,Erva-mate folha em barranco,arroba,Florestal,3.29,2.4,3.75,8,
2001-08-10,2001,8,10,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.82,45.0,65.0,11,
2001-08-10,2001,8,10,Feijão preto tipo 1,sc 60 Kg,Grãos,70.78,60.0,83.0,9,
2001-08-10,2001,8,10,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-10,2001,8,10,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.14,8.0,10.0,18,
2001-08-10,2001,8,10,Soja industrial tipo 1,sc 60 Kg,Grãos,23.62,23.0,26.5,18,
2001-08-10,2001,8,10,Suíno vivo,kg,Pecuária,1.3,1.18,1.4,17,
2001-08-10,2001,8,10,Trigo pão,sc 60 Kg,Grãos,16.61,16.0,17.4,13,
2001-08-10,2001,8,10,Vaca em pé,arroba,Pecuária,37.0,34.0,39.0,18,
2001-08-13,2001,8,13,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-13,2001,8,13,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.08,13.0,18.0,9,
2001-08-13,2001,8,13,Boi em pé,arroba,Pecuária,41.11,38.0,43.0,18,
2001-08-13,2001,8,13,Café em coco,kg renda,Café,1.45,1.4,1.54,10,
2001-08-13,2001,8,13,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-13,2001,8,13,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.73,45.0,65.0,11,
2001-08-13,2001,8,13,Feijão preto tipo 1,sc 60 Kg,Grãos,70.44,60.0,82.0,9,
2001-08-13,2001,8,13,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-13,2001,8,13,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.16,8.0,10.0,18,
2001-08-13,2001,8,13,Soja industrial tipo 1,sc 60 Kg,Grãos,23.93,23.0,26.5,18,
2001-08-13,2001,8,13,Suíno vivo,kg,Pecuária,1.3,1.17,1.4,17,
2001-08-13,2001,8,13,Trigo pão,sc 60 Kg,Grãos,16.63,16.0,17.4,13,
2001-08-13,2001,8,13,Vaca em pé,arroba,Pecuária,36.94,33.0,39.0,18,
2001-08-14,2001,8,14,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-14,2001,8,14,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.3,13.0,18.0,9,
2001-08-14,2001,8,14,Boi em pé,arroba,Pecuária,41.11,38.0,43.0,18,
2001-08-14,2001,8,14,Café em coco,kg renda,Café,1.43,1.3,1.5,10,
2001-08-14,2001,8,14,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-14,2001,8,14,Feijão carioca tipo 1,sc 60 Kg,Grãos,55.4,45.0,65.0,10,
2001-08-14,2001,8,14,Feijão preto tipo 1,sc 60 Kg,Grãos,72.75,60.0,85.0,8,
2001-08-14,2001,8,14,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-14,2001,8,14,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.22,8.0,10.0,18,
2001-08-14,2001,8,14,Soja industrial tipo 1,sc 60 Kg,Grãos,24.43,23.0,26.0,18,
2001-08-14,2001,8,14,Suíno vivo,kg,Pecuária,1.28,1.17,1.4,17,
2001-08-14,2001,8,14,Trigo pão,sc 60 Kg,Grãos,16.63,16.0,17.4,13,
2001-08-14,2001,8,14,Vaca em pé,arroba,Pecuária,36.92,33.0,39.0,18,
2001-08-15,2001,8,15,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-15,2001,8,15,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.3,13.0,18.0,9,
2001-08-15,2001,8,15,Boi em pé,arroba,Pecuária,41.11,38.0,43.0,18,
2001-08-15,2001,8,15,Café em coco,kg renda,Café,1.43,1.3,1.5,10,
2001-08-15,2001,8,15,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-15,2001,8,15,Feijão carioca tipo 1,sc 60 Kg,Grãos,55.2,45.0,65.0,10,
2001-08-15,2001,8,15,Feijão preto tipo 1,sc 60 Kg,Grãos,72.75,60.0,85.0,8,
2001-08-15,2001,8,15,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-15,2001,8,15,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.27,8.0,10.0,18,
2001-08-15,2001,8,15,Soja industrial tipo 1,sc 60 Kg,Grãos,24.52,23.0,26.0,18,
2001-08-15,2001,8,15,Suíno vivo,kg,Pecuária,1.28,1.17,1.4,17,
2001-08-15,2001,8,15,Trigo pão,sc 60 Kg,Grãos,16.65,16.0,17.4,13,
2001-08-15,2001,8,15,Vaca em pé,arroba,Pecuária,36.86,33.0,39.0,18,
2001-08-16,2001,8,16,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-16,2001,8,16,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.3,13.0,18.0,9,
2001-08-16,2001,8,16,Boi em pé,arroba,Pecuária,41.14,38.0,43.0,18,
2001-08-16,2001,8,16,Café em coco,kg renda,Café,1.43,1.3,1.5,10,
2001-08-16,2001,8,16,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-16,2001,8,16,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.4,45.0,65.0,10,
2001-08-16,2001,8,16,Feijão preto tipo 1,sc 60 Kg,Grãos,73.75,60.0,85.0,8,
2001-08-16,2001,8,16,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-16,2001,8,16,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.27,8.0,10.0,18,
2001-08-16,2001,8,16,Soja industrial tipo 1,sc 60 Kg,Grãos,24.51,23.0,26.0,18,
2001-08-16,2001,8,16,Suíno vivo,kg,Pecuária,1.28,1.17,1.4,17,
2001-08-16,2001,8,16,Trigo pão,sc 60 Kg,Grãos,16.72,16.2,17.4,13,
2001-08-16,2001,8,16,Vaca em pé,arroba,Pecuária,36.86,33.0,39.0,18,
2001-08-17,2001,8,17,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-17,2001,8,17,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.3,13.0,18.0,9,
2001-08-17,2001,8,17,Boi em pé,arroba,Pecuária,41.14,38.0,43.0,18,
2001-08-17,2001,8,17,Café em coco,kg renda,Café,1.43,1.3,1.5,10,
2001-08-17,2001,8,17,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-17,2001,8,17,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.4,45.0,65.0,10,
2001-08-17,2001,8,17,Feijão preto tipo 1,sc 60 Kg,Grãos,73.75,60.0,85.0,8,
2001-08-17,2001,8,17,Frango de corte,kg,Pecuária,0.96,0.78,1.3,7,
2001-08-17,2001,8,17,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.27,8.0,10.0,18,
2001-08-17,2001,8,17,Soja industrial tipo 1,sc 60 Kg,Grãos,24.51,23.0,26.0,18,
2001-08-17,2001,8,17,Suíno vivo,kg,Pecuária,1.28,1.17,1.4,17,
2001-08-17,2001,8,17,Trigo pão,sc 60 Kg,Grãos,16.72,16.2,17.4,13,
2001-08-17,2001,8,17,Vaca em pé,arroba,Pecuária,36.86,33.0,39.0,18,
2001-08-20,2001,8,20,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-20,2001,8,20,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.41,13.0,18.0,9,
2001-08-20,2001,8,20,Boi em pé,arroba,Pecuária,41.19,38.0,43.0,18,
2001-08-20,2001,8,20,Café em coco,kg renda,Café,1.44,1.4,1.5,10,
2001-08-20,2001,8,20,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-20,2001,8,20,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.7,45.0,60.0,10,
2001-08-20,2001,8,20,Feijão preto tipo 1,sc 60 Kg,Grãos,74.25,60.0,85.0,8,
2001-08-20,2001,8,20,Frango de corte,kg,Pecuária,0.91,0.78,1.05,6,
2001-08-20,2001,8,20,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.32,8.0,10.0,18,
2001-08-20,2001,8,20,Soja industrial tipo 1,sc 60 Kg,Grãos,24.44,23.0,25.5,18,
2001-08-20,2001,8,20,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-20,2001,8,20,Trigo pão,sc 60 Kg,Grãos,16.69,16.2,17.4,13,
2001-08-20,2001,8,20,Vaca em pé,arroba,Pecuária,37.0,34.0,39.0,18,
2001-08-21,2001,8,21,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-21,2001,8,21,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.57,13.0,18.0,9,
2001-08-21,2001,8,21,Boi em pé,arroba,Pecuária,41.17,38.0,43.0,18,
2001-08-21,2001,8,21,Café em coco,kg renda,Café,1.44,1.4,1.5,10,
2001-08-21,2001,8,21,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-21,2001,8,21,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.9,45.0,60.0,10,
2001-08-21,2001,8,21,Feijão preto tipo 1,sc 60 Kg,Grãos,76.62,60.0,85.0,8,
2001-08-21,2001,8,21,Frango de corte,kg,Pecuária,0.91,0.78,1.05,6,
2001-08-21,2001,8,21,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.4,8.5,10.0,18,
2001-08-21,2001,8,21,Soja industrial tipo 1,sc 60 Kg,Grãos,24.39,23.0,25.5,18,
2001-08-21,2001,8,21,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-21,2001,8,21,Trigo pão,sc 60 Kg,Grãos,16.67,16.2,17.4,13,
2001-08-21,2001,8,21,Vaca em pé,arroba,Pecuária,36.94,34.0,39.0,18,
2001-08-22,2001,8,22,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-22,2001,8,22,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.57,13.0,18.0,9,
2001-08-22,2001,8,22,Boi em pé,arroba,Pecuária,41.17,38.0,43.0,18,
2001-08-22,2001,8,22,Café em coco,kg renda,Café,1.44,1.4,1.5,10,
2001-08-22,2001,8,22,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-22,2001,8,22,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.9,45.0,60.0,10,
2001-08-22,2001,8,22,Feijão preto tipo 1,sc 60 Kg,Grãos,76.62,60.0,85.0,8,
2001-08-22,2001,8,22,Frango de corte,kg,Pecuária,0.91,0.78,1.05,6,
2001-08-22,2001,8,22,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.4,8.5,10.0,18,
2001-08-22,2001,8,22,Soja industrial tipo 1,sc 60 Kg,Grãos,24.39,23.0,25.5,18,
2001-08-22,2001,8,22,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-22,2001,8,22,Trigo pão,sc 60 Kg,Grãos,16.67,16.2,17.4,13,
2001-08-22,2001,8,22,Vaca em pé,arroba,Pecuária,36.94,34.0,39.0,18,
2001-08-23,2001,8,23,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-23,2001,8,23,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.57,13.0,18.0,9,
2001-08-23,2001,8,23,Boi em pé,arroba,Pecuária,41.17,38.0,43.0,18,
2001-08-23,2001,8,23,Café em coco,kg renda,Café,1.43,1.3,1.5,10,
2001-08-23,2001,8,23,Erva-mate folha em barranco,arroba,Florestal,3.35,2.4,3.75,8,
2001-08-23,2001,8,23,Feijão carioca tipo 1,sc 60 Kg,Grãos,54.4,45.0,60.0,10,
2001-08-23,2001,8,23,Feijão preto tipo 1,sc 60 Kg,Grãos,76.75,60.0,85.0,8,
2001-08-23,2001,8,23,Frango de corte,kg,Pecuária,0.92,0.78,1.1,6,
2001-08-23,2001,8,23,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.41,8.5,10.0,18,
2001-08-23,2001,8,23,Soja industrial tipo 1,sc 60 Kg,Grãos,24.39,23.0,25.2,18,
2001-08-23,2001,8,23,Suíno vivo,kg,Pecuária,1.27,1.15,1.4,17,
2001-08-23,2001,8,23,Trigo pão,sc 60 Kg,Grãos,16.67,16.2,17.4,13,
2001-08-23,2001,8,23,Vaca em pé,arroba,Pecuária,36.94,34.0,39.0,18,
2001-08-24,2001,8,24,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-24,2001,8,24,Arroz em casca tipo 1,sc 60 Kg,Grãos,15.57,13.0,18.0,9,
2001-08-24,2001,8,24,Boi em pé,arroba,Pecuária,41.11,38.0,42.5,18,
2001-08-24,2001,8,24,Café em coco,kg renda,Café,1.44,1.3,1.5,10,
2001-08-24,2001,8,24,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-24,2001,8,24,Feijão carioca tipo 1,sc 60 Kg,Grãos,53.7,45.0,59.0,10,
2001-08-24,2001,8,24,Feijão preto tipo 1,sc 60 Kg,Grãos,76.25,60.0,85.0,8,
2001-08-24,2001,8,24,Frango de corte,kg,Pecuária,0.92,0.78,1.1,6,
2001-08-24,2001,8,24,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.42,8.5,10.0,18,
2001-08-24,2001,8,24,Soja industrial tipo 1,sc 60 Kg,Grãos,24.37,23.0,25.5,18,
2001-08-24,2001,8,24,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-24,2001,8,24,Trigo pão,sc 60 Kg,Grãos,16.7,16.2,17.4,13,
2001-08-24,2001,8,24,Vaca em pé,arroba,Pecuária,36.94,34.0,39.0,18,
2001-08-27,2001,8,27,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-27,2001,8,27,Arroz em casca tipo 1,sc 60 Kg,Grãos,16.14,13.0,18.0,9,
2001-08-27,2001,8,27,Boi em pé,arroba,Pecuária,40.94,38.0,42.5,18,
2001-08-27,2001,8,27,Café em coco,kg renda,Café,1.45,1.3,1.5,10,
2001-08-27,2001,8,27,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-27,2001,8,27,Feijão carioca tipo 1,sc 60 Kg,Grãos,53.0,45.0,60.0,10,
2001-08-27,2001,8,27,Feijão preto tipo 1,sc 60 Kg,Grãos,76.25,60.0,85.0,8,
2001-08-27,2001,8,27,Frango de corte,kg,Pecuária,0.94,0.78,1.1,7,
2001-08-27,2001,8,27,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.42,8.5,10.0,18,
2001-08-27,2001,8,27,Soja industrial tipo 1,sc 60 Kg,Grãos,24.37,23.0,26.0,18,
2001-08-27,2001,8,27,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-27,2001,8,27,Trigo pão,sc 60 Kg,Grãos,16.7,16.2,17.4,13,
2001-08-27,2001,8,27,Vaca em pé,arroba,Pecuária,36.89,34.0,39.0,18,
2001-08-28,2001,8,28,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-28,2001,8,28,Arroz em casca tipo 1,sc 60 Kg,Grãos,16.26,13.0,19.0,9,
2001-08-28,2001,8,28,Boi em pé,arroba,Pecuária,40.97,38.0,42.5,18,
2001-08-28,2001,8,28,Café em coco,kg renda,Café,1.45,1.35,1.5,10,
2001-08-28,2001,8,28,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-28,2001,8,28,Feijão carioca tipo 1,sc 60 Kg,Grãos,53.0,45.0,60.0,10,
2001-08-28,2001,8,28,Feijão preto tipo 1,sc 60 Kg,Grãos,77.5,60.0,90.0,8,
2001-08-28,2001,8,28,Frango de corte,kg,Pecuária,0.93,0.78,1.1,7,
2001-08-28,2001,8,28,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.44,8.5,10.0,18,
2001-08-28,2001,8,28,Soja industrial tipo 1,sc 60 Kg,Grãos,24.36,23.0,26.0,18,
2001-08-28,2001,8,28,Suíno vivo,kg,Pecuária,1.28,1.15,1.4,17,
2001-08-28,2001,8,28,Trigo pão,sc 60 Kg,Grãos,16.7,16.2,17.4,13,
2001-08-28,2001,8,28,Vaca em pé,arroba,Pecuária,36.81,34.0,39.0,18,
2001-08-29,2001,8,29,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-29,2001,8,29,Arroz em casca tipo 1,sc 60 Kg,Grãos,16.26,13.0,19.0,9,
2001-08-29,2001,8,29,Boi em pé,arroba,Pecuária,40.97,38.0,42.5,18,
2001-08-29,2001,8,29,Café em coco,kg renda,Café,1.44,1.35,1.5,10,
2001-08-29,2001,8,29,Erva-mate folha em barranco,arroba,Florestal,3.37,2.4,3.75,8,
2001-08-29,2001,8,29,Feijão carioca tipo 1,sc 60 Kg,Grãos,52.9,45.0,59.0,10,
2001-08-29,2001,8,29,Feijão preto tipo 1,sc 60 Kg,Grãos,78.5,60.0,90.0,8,
2001-08-29,2001,8,29,Frango de corte,kg,Pecuária,0.94,0.78,1.05,7,
2001-08-29,2001,8,29,Milho amarelo tipo 1,sc 60 Kg,Grãos,9.51,9.0,10.0,18,
2001-08-29,2001,8,29,Soja industrial tipo 1,sc 60 Kg,Grãos,24.42,23.0,25.5,18,
2001-08-29,2001,8,29,Suíno vivo,kg,Pecuária,1.27,1.15,1.4,17,
2001-08-29,2001,8,29,Trigo pão,sc 60 Kg,Grãos,16.66,16.2,17.4,13,
2001-08-29,2001,8,29,Vaca em pé,arroba,Pecuária,36.86,34.0,39.0,18,
2001-08-30,2001,8,30,Algodão em caroço,arroba,Grãos,8.26,8.2,8.5,8,
2001-08-30,2001,8,30,Arroz em casca tipo 1,sc 60 Kg,Grãos,16.26,13.0,19.0,9,
2001-08-30,2001,8,30,Boi em pé,arroba,Pecuária,40.97,38.0,42.5,18,
2001-08-30,2001,8,30,Café em coco,kg renda,Café,1.44,1.35,1.5,10,
